ID_hecho,ID_Caso,ID_persona,Numero_hecho_por_fuerza,Tipo_fuerza,Anio,Mes,Sexo,Situacion_de_Servicio,Personal_Ileso,Personal_Herido,Personal_Fallecido,Civil_Interviniente_Herido,Civil_Interviniente_Fallecido,Civil_Tercero_Herido,Civil_Tercero_Fallecido,Civil_Victima_Herido,Civil_Victima_Fallecido,Provincia,Aglomerado,Partido_Municipio,HORA,Categoria_tipo_de_Hecho,,
PFA_32_2020,32,57,32,PFA,2020,Febrero,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,Moron,18:50:00,Personal policial victima de robo,,
PFA_33_2020,33,58,33,PFA,2020,Febrero,Femenino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Norte GBA,Malvinas Argentinas,23:30:00,Personal policial victima de robo,,
PFA_34_2020,34,59,34,PFA,2020,Febrero,Masculino,NO Corresponde,1,0,0,1,1,0,0,0,0,Buenos Aires,Sur GBA,Lanus,21:40:00,intervencion en robo a terceros,,
PFA_35_2020,35,60,35,PFA,2020,Febrero,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,Merlo,05:10:00,Personal policial victima de robo,,
PFA_36_2020,36,61,36,PFA,2020,Febrero,Masculino,Fuera de Servicio,1,0,0,2,0,0,0,0,0,Buenos Aires,Sur GBA,Florencio Varela,21:20:00,Personal policial victima de robo,,
PFA_37_2020,37,62,37,PFA,2020,Febrero,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,Moreno,19:40:00,intervencion en robo a terceros,,
PFA_38_2020,38,63,38,PFA,2020,Febrero,Masculino,Fuera de Servicio,1,0,0,0,1,0,0,0,0,Buenos Aires,Oeste GBA,Moreno,03:30:00,Personal policial victima de robo,,
PFA_39_2020,39,64,39,PFA,2020,Febrero,Femenino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Quilmes,21:30:00,intervencion en robo a terceros,,
PFA_40_2020,40,65,40,PFA,2020,Febrero,Masculino,Fuera de Servicio,0,1,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,Merlo,21:00:00,Personal policial victima de robo,,
PFA_41_2020,41,66,41,PFA,2020,Marzo,Masculino,Fuera de Servicio,1,0,0,1,0,0,0,0,0,Buenos Aires,Sur GBA,Avellaneda,22:50:00,Personal policial victima de robo,,
PFA_41_2020,41,67,41,PFA,2020,Marzo,Femenino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Avellaneda,22:50:00,Personal policial victima de robo,,
PFA_42_2020,42,68,42,PFA,2020,Marzo,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Berazategui,05:35:00,Personal policial victima de robo,,
PFA_43_2020,43,69,43,PFA,2020,Marzo,Masculino,En Servicio,1,0,0,0,1,0,0,0,0,Buenos Aires,Oeste GBA,La Matanza,03:50:00,Personal policial victima de robo,,
PFA_43_2020,43,70,43,PFA,2020,Marzo,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,La Matanza,03:50:00,Personal policial victima de robo,,
PFA_44_2020,44,71,44,PFA,2020,Marzo,Masculino,Fuera de Servicio,1,0,0,1,0,0,0,0,0,Buenos Aires,Sur GBA,Lanus,05:10:00,Personal policial victima de robo,,
PFA_45_2020,45,72,45,PFA,2020,Marzo,Masculino,Fuera de Servicio,1,0,0,0,1,0,0,0,0,Buenos Aires,Oeste GBA,Moron,04:15:00,Personal policial victima de robo,,
PFA_46_2020,46,73,46,PFA,2020,Marzo,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Esteban Echeverria,21:45:00,Personal policial victima de robo,,
PFA_47_2020,47,74,47,PFA,2020,Marzo,Masculino,NO Corresponde,0,1,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,La Matanza,22:25:00,Personal RETIRADO victima de robo,,
PFA_48_2020,48,75,48,PFA,2020,Marzo,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Lomas de Zamora,06:45:00,Personal policial victima de robo,,
PFA_49_2020,49,76,49,PFA,2020,Marzo,Masculino,NO Corresponde,1,0,0,0,1,0,0,0,0,Buenos Aires,Norte GBA,Pilar,00:10:00,Personal RETIRADO victima de robo,,
PFA_50_2020,50,77,50,PFA,2020,Marzo,Masculino,Fuera de Servicio,1,0,0,0,1,1,0,1,0,Buenos Aires,Oeste GBA,Tres de Febrero,18:30:00,intervencion en robo a terceros,,
PFA_51_2020,51,78,51,PFA,2020,Marzo,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Chubut,,Rawson,13:00:00,intervencion en robo a terceros,,
PFA_52_2020,52,79,52,PFA,2020,Marzo,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,Moreno,23:00:00,Personal policial victima de robo,,
PFA_53_2020,53,80,53,PFA,2020,Marzo,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,Tres de Febrero,12:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_53_2020,53,81,53,PFA,2020,Marzo,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,Tres de Febrero,12:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_54_2020,54,82,54,PFA,2020,Marzo,Masculino,Fuera de Servicio,1,0,0,1,0,0,0,0,0,Buenos Aires,Oeste GBA,La Matanza,17:00:00,Personal policial victima de robo,,
PFA_55_2020,55,83,55,PFA,2020,Marzo,Masculino,Fuera de Servicio,1,0,0,1,0,0,0,0,0,Salta,,,22:10:00,Personal policial victima de robo,,
PFA_56_2020,56,84,56,PFA,2020,Marzo,Masculino,Fuera de Servicio,0,1,0,0,0,0,0,0,0,Chubut,,,04:50:00,Violencia en el grupo familiar del personal policial,,
PFA_57_2020,57,85,57,PFA,2020,Marzo,Femenino,Fuera de Servicio,1,0,0,1,0,0,0,0,0,Buenos Aires,Sur GBA,Esteban Echeverria,06:15:00,Personal policial victima de robo,,
PFA_58_2020,58,86,58,PFA,2020,Abril,Masculino,Fuera de Servicio,1,0,0,1,0,0,0,0,0,Tucuman,,,12:40:00,intervencion en robo a terceros,,
PFA_59_2020,59,87,59,PFA,2020,Abril,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Lomas de Zamora,08:30:00,Personal policial victima de robo,,
PFA_60_2020,60,88,60,PFA,2020,Abril,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,Moreno,20:30:00,Intervencion para la Prevencion exclusiva de la vida,,
PFA_61_2020,61,89,61,PFA,2020,Abril,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,La Matanza,04:50:00,Personal policial victima de robo,,
PFA_62_2020,62,90,62,PFA,2020,Abril,Masculino,Fuera de Servicio,0,1,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Lomas de Zamora,21:30:00,Personal policial victima de robo,,
PFA_63_2020,63,91,63,PFA,2020,Abril,Masculino,Fuera de Servicio,1,0,0,1,0,0,0,0,0,C.A.B.A.,Comuna 3,,01:30:00,Personal Policial Autor de Ilicito ,,
PFA_64_2020,64,92,64,PFA,2020,Abril,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,Merlo,18:00:00,Personal policial victima de robo,,
PFA_65_2020,65,93,65,PFA,2020,Abril,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,La Matanza,05:50:00,Intervencion en conflictos entre vecinos, discusiones, rinas
PFA_66_2020,66,94,66,PFA,2020,Abril,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Norte GBA,San Isidro,04:30:00,intervencion en tareas de prevencion ,,
PFA_66_2020,66,95,66,PFA,2020,Abril,Femenino,En Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Norte GBA,San Isidro,04:30:00,intervencion en tareas de prevencion ,,
PFA_67_2020,67,96,67,PFA,2020,Mayo,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,Merlo,07:10:00,intervencion en robo a terceros,,
PFA_68_2020,68,97,68,PFA,2020,Mayo,Femenino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Norte GBA,San Miguel,04:45:00,Personal policial victima de robo,,
PFA_69_2020,69,98,69,PFA,2020,Mayo,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Salta,,Salta,23:30:00,Intervencion como Auxiliar de la Justicia,,
PFA_69_2020,69,99,69,PFA,2020,Mayo,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Salta,,Salta,23:30:00,Intervencion como Auxiliar de la Justicia,,
PFA_69_2020,69,100,69,PFA,2020,Mayo,Femenino,En Servicio,1,0,0,0,0,0,0,0,0,Salta,,Salta,23:30:00,Intervencion como Auxiliar de la Justicia,,
PFA_69_2020,69,101,69,PFA,2020,Mayo,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Salta,,Salta,23:30:00,Intervencion como Auxiliar de la Justicia,,
PFA_69_2020,69,102,69,PFA,2020,Mayo,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Salta,,Salta,23:30:00,Intervencion como Auxiliar de la Justicia,,
PFA_69_2020,69,103,69,PFA,2020,Mayo,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Salta,,Salta,23:30:00,Intervencion como Auxiliar de la Justicia,,
PFA_69_2020,69,104,69,PFA,2020,Mayo,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Salta,,Salta,23:30:00,Intervencion como Auxiliar de la Justicia,,
PFA_69_2020,69,105,69,PFA,2020,Mayo,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Salta,,Salta,23:30:00,Intervencion como Auxiliar de la Justicia,,
PFA_70_2020,70,106,70,PFA,2020,Mayo,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,Ituzaingo,20:45:00,Personal policial victima de robo,,
PFA_70_2020,70,107,70,PFA,2020,Mayo,Femenino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,Ituzaingo,20:45:00,Personal policial victima de robo,,
PFA_71_2020,71,108,71,PFA,2020,Mayo,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,La Matanza,20:30:00,Personal policial victima de robo,,
PFA_72_2020,72,109,72,PFA,2020,Mayo,Masculino,Fuera de Servicio,1,0,0,0,1,0,0,0,0,Buenos Aires,Oeste GBA,La Matanza,19:50:00,Personal policial victima de robo,,
PFA_73_2020,73,110,73,PFA,2020,Mayo,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Almirante Brown,19:40:00,Personal policial victima de robo,,
PFA_74_2020,74,111,74,PFA,2020,Mayo,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,La Matanza,19:50:00,Personal policial victima de robo,,
PFA_75_2020,75,112,75,PFA,2020,Mayo,Masculino,Fuera de Servicio,1,0,0,3,0,0,0,0,0,Buenos Aires,Oeste GBA,La Matanza,19:00:00,intervencion en robo a terceros,,
PFA_76_2020,76,113,76,PFA,2020,Mayo,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Lomas de Zamora,20:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_76_2020,76,114,76,PFA,2020,Mayo,Masculino,En Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Lomas de Zamora,20:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_76_2020,76,115,76,PFA,2020,Mayo,Femenino,En Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Lomas de Zamora,20:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_76_2020,76,116,76,PFA,2020,Mayo,sin dato,En Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Lomas de Zamora,20:00:00,Intervencion como Auxiliar de la Justicia,,
PFA_77_2020,77,117,77,PFA,2020,Mayo,Masculino,Fuera de Servicio,1,0,0,1,0,0,0,0,0,Buenos Aires,Sur GBA,Almirante Brown,16:30:00,Personal policial victima de robo,,
PFA_78_2020,78,118,78,PFA,2020,Mayo,Femenino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Tucuman,,,20:05:00,Personal policial victima de robo,,
PFA_79_2020,79,119,79,PFA,2020,Mayo,Masculino,Fuera de Servicio,1,0,0,1,0,0,0,0,0,Buenos Aires,Sur GBA,Quilmes,06:00:00,Personal Policial Autor de Ilicito ,,
PFA_80_2020,80,120,80,PFA,2020,Mayo,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Corrientes,,Corrientes,00:10:00,intervencion en robo a terceros,,
PFA_81_2020,81,121,81,PFA,2020,Mayo,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,Marcos Paz,17:30:00,Personal policial victima de robo,,
PFA_81_2020,81,122,81,PFA,2020,Mayo,Femenino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,Marcos Paz,17:30:00,Personal policial victima de robo,,
PFA_82_2020,82,123,82,PFA,2020,Mayo,Masculino,Fuera de Servicio,1,0,0,0,1,0,0,0,0,Buenos Aires,Sur GBA,Avellaneda,14:30:00,Personal policial victima de robo,,
PFA_83_2020,83,124,83,PFA,2020,Junio,Masculino,Fuera de Servicio,1,0,0,2,0,0,0,0,0,Buenos Aires,Oeste GBA,La Matanza,05:20:00,Personal policial victima de robo,,
PFA_84_2020,84,125,84,PFA,2020,Junio,Masculino,Fuera de Servicio,1,0,0,0,1,0,0,0,0,Buenos Aires,Norte GBA,Malvinas Argentinas,20:00:00,Personal policial victima de robo,,
PFA_85_2020,85,126,85,PFA,2020,Junio,Femenino,Fuera de Servicio,1,0,0,0,0,1,0,0,0,Buenos Aires,Sur GBA,Berazategui,18:30:00,Personal policial victima de robo,,
PFA_86_2020,86,127,86,PFA,2020,Junio,Masculino,Fuera de Servicio,1,0,0,1,0,0,0,0,0,Buenos Aires,Oeste GBA,La Matanza,18:30:00,Intervencion en conflictos entre vecinos, discusiones, rinas
PFA_87_2020,87,128,87,PFA,2020,Junio,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Tucuman,,San Miguel de Tucuman,07:00:00,Intervencion en conflictos entre vecinos, discusiones, rinas
PFA_88_2020,88,129,88,PFA,2020,Junio,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Sur GBA,Lomas de Zamora,05:10:00,Personal policial victima de robo,,
PFA_89_2020,89,130,89,PFA,2020,Junio,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,General Rodriguez,05:30:00,Personal policial victima de robo,,
PFA_90_2020,90,131,90,PFA,2020,Junio,Masculino,Fuera de Servicio,1,0,0,0,2,0,0,0,0,Tucuman,,,03:30:00,Personal policial victima de robo,,
PFA_91_2020,91,132,91,PFA,2020,Junio,Masculino,Fuera de Servicio,1,0,0,1,0,0,0,0,0,Buenos Aires,Norte GBA,San Isidro,19:30:00,Personal policial victima de robo,,
PFA_91_2020,91,133,91,PFA,2020,Junio,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Norte GBA,San Isidro,19:30:00,Personal policial victima de robo,,
PFA_92_2020,92,134,92,PFA,2020,Junio,Masculino,NO Corresponde,0,1,0,1,0,0,0,1,0,Buenos Aires,Norte GBA,San Martin,08:30:00,Personal RETIRADO victima de robo,,
PFA_93_2020,93,135,93,PFA,2020,Junio,Femenino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Oeste GBA,Ituzaingo,19:15:00,Personal policial victima de robo,,
PFA_94_2020,94,136,94,PFA,2020,Junio,Masculino,Fuera de Servicio,0,1,0,0,0,0,0,0,0,Buenos Aires,Norte GBA,Jose c Paz,21:10:00,Personal policial victima de robo,,
PFA_95_2020,95,137,95,PFA,2020,Junio,Masculino,Fuera de Servicio,1,0,0,0,0,0,0,0,0,Buenos Aires,Norte GBA,Malvinas Argentinas,07:45:00,Personal policial victima de robo,,
